previous_operator_utterance,current_utterance
オペレーター: えー、一応ラフティングされるという、川下りされるということですが、他なんかやってみたいこととかー、なんか思いついたりします？,カスタマー: なんか、自然、なんか動物が観察できる所だったらいいかなー、って
オペレーター: なんか、何が食べたいかとか、どういうものが食べてみたいとかって、ありますか？,カスタマー: あのせっかく北海道行くんで、魚介類食べたいなーとか思うんですけど。
オペレーター: 刺身の盛り合わせ的なやつとか、それともなんか海鮮丼みたいなやつとかー、まあ、鍋とか、,カスタマー: あ、でも、刺し身ー、とか、カニとか食べたくて。
オペレーター: 記載されてるんで、おそらくあるんじゃないかなー、と思います。,カスタマー: <>カニ食べたいです
オペレーター: そうですね、えー、で、夜はカニで、お昼、どんなものがご希望とかって…,カスタマー: お昼はー、なんか洋食で軽めに食べたいんですけどー。
オペレーター: えーと、やっぱー、夜は魚介なのでなんか違うほうがいいですかね、昼はお肉だったりとか。,カスタマー: そうですね、お肉とか野菜とか。
オペレーター: 本日はご利用いただきましてありがとうございます。お客様、どのようなご旅行をお考えでしょうか？,カスタマー: はい、秋に東北旅行に行きたいなと思っていて。
オペレーター: はい。,カスタマー: 友達3人くらいと行きたいなと思ってます。
オペレーター: はいえっとお客様、あの東北地方の、えっとどの辺りに行かれたいかとかあのそういったご要望はございますか？,カスタマー: そうですね東北地方に一回も行ったことがないので、東北といえばみたいなこう、メインの名物みたいな所にいければいいなって思います。
オペレーター: あの本日はどのようなご旅行をご希望でいらっしゃいますでしょうか？,カスタマー: えっとー、ちょっと神奈川県を見てまわりたいと思っていて、はい。
オペレーター: はい。,カスタマー: でー、そうですね、ちょっとまぁ有名な観光地まわりたいなと思ってるんですけど。
オペレーター: あ、承知しました、あの季節とかなにかご希望ございますか？,カスタマー: あ、季節はえっとー、夏に行こうかなと思ってます。
オペレーター: 神奈川県ですと、あのー、神奈川県だと、美術館とかが多いんですけれども。,カスタマー: あ、いいですね、美術館。
オペレーター: あの美術館とか、あとこの彫刻を見るとか、どちらがいいですかね？,カスタマー: そうですねー、絵よりも彫刻の方がとりあえず見たいかなぁとは思います。
オペレーター: はい、あ。,カスタマー: はい、じゃあとりあえずそこに最初に行こうかなと思います。
オペレーター: ではあのジョイナス森の、えー彫刻公園をあのチェックしておきますね。,カスタマー: はい、お願いしまーす。
オペレーター: あとはなにかあのー、見たいものとかございますか？,カスタマー: そうですねー、まあのそこから、まぁそんなに遠く、まぁ遠くてもいいんですけれども、なんか、まぁ彫刻を見たので、やっぱりそのさっき言っていたような絵とかをもうちょっと見たいなーって思うんですけれども、美術館とかそういうのがありますかね。
オペレーター: えっとー、距離としては、えー、駅、あの、横浜駅、駅の東口から徒歩で3分でございます。,カスタマー: なんかそうしましたら、じゃあそ、あのーさっき行った彫刻の展示とよ、合わせて見に行きたいなと思います。
オペレーター: じゃあこちらもチェック入れておきますね。,カスタマー: はい、お願いします。
オペレーター: あのー、お食事とか合わせていかがでしょうか？,カスタマー: そうですねー、まその2つをこうゆっくり見てまわった後に、たぶんこう昼食かなっていうイメージが今ちょっとあるんですけど。
オペレーター: はい。,カスタマー: こう、ま今回1人でちょっと巡ろうかと思っていて、でーこう1人でも入りやすそうな、こうあんまりこう敷居が高くなさそうな、なんか和食のお店があったらいいなと思うんですけども、はい。
オペレーター: もうちょっと探してみますか？,カスタマー: そうですね、じゃ一応そこキープというか、あの一応あのー置いておいて、もう1件くらいなにかあれば、はい。
オペレーター: え、お蕎麦っていいますと、あのー和風のお蕎麦がよろしいですかね？,カスタマー: あ、そうですね、日本蕎麦がいいかなとは思います。
オペレーター: はい、美味しそうですよとても、写真は。,カスタマー: までも、今回はまぁちょっとこう、行ったことないとこに行きたいっていうのがちょっとあるので、やっぱりその1件目のお店、紹介していただいたお店に昼食はそこにしようかなって思います。
オペレーター: ではあのー、他になにかあのご覧になりたいものとか行ってみたいところとかございますでしょうか？,カスタマー: そうですねー、えっとー、やっぱりーあのー、その日はえっと美術館とかそういうのを巡りたいと思っていて、で今回あのーデパートに入って、百貨店とかに入ってるあのギャラリーを教えていただいたと思うんですけど、あのー、単館で、そ、そのものが建ってる美術館とかって近くにあったりしますかね？はい。
オペレーター: いかがですか？,カスタマー: あ、はい、ぜひそこじゃあちょっと気になるんで、行きたいと思います。
オペレーター: はい、はは、ここをちょっと入れておきますねー。,カスタマー: お願いします。
オペレーター: あとはー、岡本太郎の美術館とかもございますが、お好きですか？,カスタマー: あ、岡本太郎すごい好きなのでぜひちょっと気になるんで情報が知りたいですねー。
オペレーター: はい、じゃあこちらチェック入れておきますね。,カスタマー: お願いしまーす。
オペレーター: えーっとあとはなにかあのー、お土産とか見たい買いたいというのはありますか？あともう少し美術館とかご案内いたしますか？,カスタマー: そうですねー、結構その岡本太郎美術館たっぷりみたいと思うので、もう美術館とかは、まぁ大丈夫です。
オペレーター: はい、はい。,カスタマー: ま強いて言えば、なんかこう休憩できるような場所とかがあったらいいかなと思うんですけれども。
オペレーター: あ、承知しました、ちょっと探してみますね。,カスタマー: なんかこう、公園とか喫茶店とかそんな感じの、どっちでもいいんですけどなんかそんなところがあったらいいかなとはぼんやり思ってます。
オペレーター: そうですね、ちょっとだ、たぶん大学構内なら、緑とかも多そうですので、はい。,カスタマー: じゃあなんか一応そこはあの、なんていうんですかねリストがあるのかわかんないんですけど、そういうリストに加えといてもらえたらちょっと嬉しいなと思います。
オペレーター: えっと今回はどのようなご旅行をご、ご予定してますか？,カスタマー: えっとー、ちょっと母と二人で―、北海道に行きたいなーと思ってまして。
オペレーター: 季節とか決まってますか？,カスタマー: 季節が、ちょっ、夏休みぐらいですかね。
オペレーター: 季節とか決まってますか？,カスタマー: ちょっとまだ、だいたいなんですけど。
オペレーター: あっ、承知しました。,カスタマー: まぁ7月、8月辺りで。
オペレーター: ん－。,カスタマー: ま、札幌―いってー、あとはー、ちょっとその近く、とかバスでとかでなんか行けるよーなー、観光地、なんか自然ーみたいなの、例えばラベンダー畑とか、なんかそういうのとか、見れればいいなーってゆう。
オペレーター: ラベンダーがー、あのー、有名なのは、富良野のー公園が出てきてしまっているんですけれども、札幌からは離れているんですが、富良野も、いかがですかー？,カスタマー: 富良野行ってみたいんですよねー。
オペレーター: ラベンダーがー、あのー、有名なのは、富良野のー公園が出てきてしまっているんですけれども、札幌からは離れているんですが、富良野も、いかがですかー？,カスタマー: ほんとにー。
オペレーター: あのー。,カスタマー: やっぱ、何日とかーで分けて富良野とか行ってみようかなって思う。
オペレーター: なんか、さっきのワインの所も気になりますが、お風呂とかは別に入らなくて結構ですか？,カスタマー: いやーお風呂、出来れば入りたいーです。
オペレーター: なんか、さっきのワインの所も気になりますが、お風呂とかは別に入らなくて結構ですか？,カスタマー: なんか、温泉とかあればいいなーって思っててー
オペレーター: えっと、和風な感じと―、あの洋風な感じ、プールみたいなんもあるのと、どちらがよろしいですかねー。,カスタマー: 和風な感じがいいです。
オペレーター: あっ全身がいいです。,カスタマー: あっ全身がいいです。
オペレーター: あっ全身がいいです。,カスタマー: 出来れば。
オペレーター: えっとあとはですねー、えーっと、なにか、お食事とかー、食べたいですかー？,カスタマー: 蟹が食べたいです。
オペレーター: あ、蟹料理、へへ、少々お待ち下さーい。,カスタマー: それか、海鮮丼が…まぁ、別の日に海鮮丼とかでもいいですけど。
オペレーター: あ、蟹料理、へへ、少々お待ち下さーい。,カスタマー: 海鮮丼ーも食べたいですねぇ。
オペレーター: 一応蟹でー、あのー、お。,カスタマー: 蟹で、はいー。
オペレーター: 一応蟹でー、あのー、お。,カスタマー: お願いします。
オペレーター: お寿司し…。,カスタマー: もう、蟹料理がいいです。
オペレーター: お寿司し…。,カスタマー: 例えば、蟹のから揚げとか蟹のー天ぷらとか。
オペレーター: 工場でございますかー？,カスタマー: なーんか、北海道ってすごいー、いろんなの、物生産してるじゃないですか。
オペレーター: はい。,カスタマー: なんか、お菓子とか―、ビールとかー、そうゆうなんか、なんか工場見学みたいなの、出来るとこって、なんかー、工場見学とかー。
オペレーター: あ、お醤油、こちらお醤油も作ってるみたいなんですけれども、あのー、まぁ、例えば、お酒が好きであれば日本酒であったりとか、ワインが好きであればワインであったりとかー、あとはお醤油であったりとかミルクであったりとか、ってゆう感じなんですけれども、どういったものがお好きですかー？,カスタマー: そーですね、あんまりー、ワインを―、ちょっと母も私も飲まないので―。
オペレーター: <>,カスタマー: なのでー、ちょっとー、ミルクとかで、なんか、お土産とかにー、そーゆー、なんか、おっ菓子みたいなのと買えたらいいなと思うので―。
オペレーター: そーですねー。,カスタマー: ちょっと、そういうミルク系の工場行こうかなって思います。
オペレーター: お土産とかー、他にーちょっとー、お店見てみますか？,カスタマー: なんか、甘い物、なんかスイーツ系の。
オペレーター: はい。,カスタマー: で、あのー、お土産ー。
オペレーター: それはー、あのー、和食ー、和、風ーと洋風と、どちらがよろしいですか？,カスタマー: 洋風ですね。
オペレーター: あ、分かりましたー。,カスタマー: ちょっと、し、いろいろ、行ってみたいなって、はい。
オペレーター: ラーメンでございますか？,カスタマー: 味噌ラーメンが、食べたいなーって、思って。
オペレーター: 一応ですね、あのー夕飯の方はいかが致しますか？,カスタマー: あ、夕飯、さっき言った蟹の方で、お願いしたいので。
オペレーター: えっとー、ハイランドふらのでお風呂に、あに、お、えー、行きましてー、あのー、お風呂に入りまして―、すすきのの天然温泉、をに、立ち寄りまして―、えー、雪印メグミルクの、酪農の、乳の歴史館で、えーとー、工場見学をしまして、だいもの、大丸札幌売り場の食品フロアーほっぺタウンで、お買物して、であと、北…菓子、おろ、あう、ほっかし、ホッカ、ロウで、えー、い、札幌エスタ店に、行きまして、ラーメンの青竜、札幌蟹本店でお夕食って形でよろしいでしょうか？,カスタマー: あ、最初のー富良野ちょっと、1回キャンセルでもいいですかー？
オペレーター: こんにちは。本日はご利用いただきましてありがとうございます。お客様、どのようなご旅行をお考えでしょうか。,カスタマー: あ、はい。えーと、京都周辺を、えっとー冬の季節に、えーと恋人と2人で行きたいなというふうに思っています。
オペレーター: はい。あとですね、あのー、えーと他にですね、あのー京都に行かれまして、あのーどこか行きたいですとか、あのー見、あのー食べてみたいですとか、あのーそういったところはございますか？,カスタマー: はい。はい。はい。はい。そうですね、あのーえっと、あえてちょっと冬っていう季節を指定した<>けど。
オペレーター: はい。はい。ええ、ええ。はい。はい。,カスタマー: あの、夏場だと結構川床とか有名だと思うんですが。京都。
オペレーター: あ、左様でございますね。はい。,カスタマー: あの、京都の冬ならではの何か、あのー観光場所に1個行きたいなと思っていて。
オペレーター: ええ。はい。ええ。,カスタマー: 例えばその料理でもいいですし、あのーそうですね、あのー観光スポットでもいいんですけど。
オペレーター: あー、はい。はい。はい。はい。はい。,カスタマー: 何かその冬っていうシーズンならではの、あの、ものがあれば教えていただけたらと思います。
オペレーター: 観光スポット、あの、遊ぶとかですよね。,カスタマー: そうですね。あとはあの、スキー場とか、まあ京都ないかもしれないです、スキーとかスケートとか。
オペレーター: ええ、ええ。はい。あ、ええ、ええ。はい。,カスタマー: あとはあの、雪。京都っていってもあの、なんだろう。縦に長いと思うんですけど、雪が降る。
オペレーター: ええ、ええ。あ、ええ。あ、そうですね。はい。ええ、ええ。,カスタマー: 降りやすい地域とかもいいかなーと思います。
オペレーター: ええ、はい。はい。はい。はい。ありがとうございます。あと他にですね、あのーどこかあの、見てみたいですとか、あの食べてみたいですとか、こ、そういったご要望はございますか？,カスタマー: はい。あとはそうですね、えっと、京都といえばやはりあのー寺院とか仏閣かと思いますので。
オペレーター: はい。はい。,カスタマー: あの、山程あると思うんですけど、<>訪ねるからにはやはりちょっと最低一箇所はそういった場所で参拝もしたいなと思っています。
オペレーター: で、えーっとそうですね、あ、お客様は、あのー冬に行かれるとのことですよね。,カスタマー: あ、そうです。あえてちょっと寒い季節に、あのー訪ねようとしているんですけれども。はい。
オペレーター: はい。あ、あーはい、はい。ただいまですね、あ、お客様何かあのー和食とか、あのー洋食とかはあのーその京都ならではの料理ですとか、そういったご要望とかはございますか？,カスタマー: はい。はい。あ、そうですね、あのーせっかくなので、京料理を味わいたいと思います。
オペレーター: ええ。ええ、色々あるんですよね。ほんとに。はい。,カスタマー: あはは。そうですね、悩ましいんですが、冬なので、えーと鉄板焼きがちょっとあっ、体があったかくなれそうでいいなと思いました。
オペレーター: あ、とんでもないです。はい。あとですね、何かお土産とか、何か買われますよね。,カスタマー: あ、そうですね、お土産もはい、あのやっぱり旅行行ったからには、はい。買いたいです。
オペレーター: お客様、どのようなご旅行ご希望ですか？,カスタマー: はい、あの今年の7月に、あの、家族4人で、北海道に行きたいって考えてるんですけど。
オペレーター: はい、かしこまりました。ご家族様4人で北海道旅行ですね。,カスタマー: はい。
オペレーター: はい、あの、具体的な、あの、ご要望とかはございますか？,カスタマー: えっとー、ひとつ、海鮮が食べたいっていうのだけあるんですけど。
オペレーター: はい。お客様、あのー、お寿司はお好きですか？,カスタマー: あ、はい、好きです。
オペレーター: でー、あのー、はい、よろしければ、こちらご案内いたしますけれども。,カスタマー: あ、はい、お願いします。
オペレーター: はい、なかなか珍しく、はい、よろしいかと思うんですけれども。,カスタマー: はい。
オペレーター: はい、じゃ、あのこちらも、はい、あの、候補の1つとして、はい、押さえておきますね。,カスタマー: はい。
オペレーター: はい、じゃ、あのこちらも、はい、あの、候補の1つとして、はい、押さえておきますね。,カスタマー: お願いします。
オペレーター: はい、そちらもご案内いたしましょうか？,カスタマー: あ、はい、お願いします。
オペレーター: はい。一応候補の1つとして、置いておきますね。,カスタマー: あ、はい、お願いします。
オペレーター: うん、蟹シューマイがおすすめって書いてありますね。,カスタマー: あ、食べたい。食べてみたいです。
オペレーター: はい、ええ。,カスタマー: どうですか？あん…なんかこう、入りやすそうな方が、フフ、いいんですけど。
オペレーター: そうですね、あの、そのような写真がありますので、割と家族で入りやすい感じではありますね。,カスタマー: そうですね、なんかワイワイできるような雰囲気のほうが良いなーと思って、いま聞いたんですけど。
オペレーター: はい。じゃ、こちら、なかむらさんは、じゃ、ちょっと外しておきますね、じゃあ。,カスタマー: あ、はい、すいません。
オペレーター: 大自然…。,カスタマー: なんか、乗馬とか、フフ、なんか、お花がすごい、こう見れる場所とか、なんかあるのかなーと思ったんですけど。
オペレーター: こちらもひとつ、候補の1つとして押さえておきますね。,カスタマー: あ、はい。
オペレーター: あ、かなり広いですねー、はい。,カスタマー: フフフフ、はい、そういうとこに行きたいなと思ってたんですよ。
オペレーター: はーい。じゃ、こちらも1つ、候補の1つとして、はい。,カスタマー: お願いします。
オペレーター: 8月上旬までサクランボ狩りができるそうなんですね。,カスタマー: えー！やってみたいです。
オペレーター: もしよろしければ、はい。,カスタマー: あ、そこも是非、候補にしたいです。うん。
オペレーター: へー。お客様、ふ、船とか大丈夫ですか？,カスタマー: あ、はい、大丈夫です。
オペレーター: はーい。あとなにか、ほかに、あの、見たいところですとか、食べたいもの買いたいものとか、そういったご要望はございますか？,カスタマー: 北海道の美味しい食べ物をお土産に買いたいと思っていて。
オペレーター: はい。こちらも、なかなかよろしいかと思うんですけど。,カスタマー: あー、行ってみたいです。
オペレーター: あ、ラーメン屋さんというところで、詳しく調べてみますか？,カスタマー: あ、お願いします。
オペレーター: 全国からファンが集まる、集まるのも納得の1杯が満喫できると書いてあ<>。ハハハ。,カスタマー: せっかくなら、なんかそういう、有名な？お店に、はい、行ってみたいです。
オペレーター: はーい。はい。,カスタマー: そこを、じゃあ、候補に。フフフフ。
オペレーター: ああ、そうそう、ハハハ。で、こちらあの、赤と白味噌、赤味噌、白味噌、をブレンドしてー。うん、なかなかコクのある味わいだそうです。,カスタマー: こだわりの味？三代目の。えー、ここ、食べてみたいな。
オペレーター: あ、辛いの、あんまり、よ、駄目ですか？苦手ですか？,カスタマー: そうですね。父は辛いのが好きなんですけど、私があんまり、得意じゃないので。
オペレーター: そうですか、そしたら、はい。,カスタマー: 両方あるほうがいいな…フフ。
オペレーター: ええ、ええ。なので、じゃ、あのー、よし乃さんではなくて、三代目のほうがよろしい感じですね。,カスタマー: あ、そっちにしておきたいです。フフ。
オペレーター: はい。あとなにか、ほかに、見てみたいですとか、食べてみたいものとか、ご要望はございますか？,カスタマー: なんか、こう、ソフトクリーム？牧場とかで、こうなんか搾りたてのーみたいな、フフ、ありますかね？
オペレーター: あのー、パフェ？パフェとかに、あの、そうですね、アイスクリームも有名ですね。,カスタマー: あ、そこ行きたいです。
オペレーター: アイスクリームやデザートが楽しめると書かれてありますね。,カスタマー: あ、まさにそういうのを求めてました。フフフフ。
オペレーター: フフ。それがそうですねー。,カスタマー: あ、食べてみたい。どう…うん、せっかくなら。
オペレーター: はい。雪印パーラー本店さんですね。,カスタマー: 行きたいです、そこ。うん。
オペレーター: よろしくお願いいたします。えーと、今回のご旅行はどちらの方面をご希望ですか？,カスタマー: えっと広島県に行きたいなと思ってるんですけれども。
オペレーター: はい。えーと、ご人数様は何人ぐらいでご予定ですか？,カスタマー: えと、全部で5人です。
オペレーター: はい、5人様。えーと、ご家族とかご友人とか決まってますか？なんか…。,カスタマー: あ、そ…そうですね。あのー、家族で、あの、5人です。
オペレーター: あ、はい。えっと、ごりょ、あのー、お父さんお母さんと子供達みたいな感じでよろしいでしょうか？,カスタマー: あ、えーと、そうですね。あの、私たち家族4人と、あと子供が2人なんですけども。
オペレーター: はい。,カスタマー: あとあの、ちょっと、少し高齢の祖母1人で5人です。
オペレーター: はい、えーっと、季節とかは何かご希望はございますか？,カスタマー: あ、そうですね、あの、夏で考えてるんですけれども。
オペレーター: 夏の広島ということで。えー、何かこう、やってみたいとか行ってみたいとかいう場所はございますか？,カスタマー: そうですね、あの、ば、あの、広いと思うんですけど、あの尾道ってところに行ってみたくって。
オペレーター: えーとー、なに、尾道ではどんなことをされたいですか？,カスタマー: あ、そうですね、あの、ちょっと何があるのかもよく分からないんですけど、あの、散歩したり、景色を見たり。ま、あの、美味しいものとかも食べれたらって思ってるんですけど。
オペレーター: ええ。そちらはいかがですか？,カスタマー: あ、あのー、いいですね、あの、私が、あの、海がちょっと見たいなーと思ったりして。
オペレーター: あとはこう、そうですね、公園とかよりは、もうちょっとこう何か、見て歩いた方がいいですかね？あの、足が、歩くのが大変というようであれば、少し座って何かできるようなところは、いかがですか？,カスタマー: あ、そうですね。あのー、ゆっくりだったら歩けるんですけどもー、もしあの座ってっていうのがあったら、そういうプランも、あの、もし教えてもらえたらありがたいです。
オペレーター: <>…はい。,カスタマー: あの、プランは、あの、祖母と私に合わせてるので、食べ物は、ちょっとあの、男性たちの好みの洋食でお願いします。
オペレーター: いま、この3つが、ちょっと出てきてるんですが。えーと、この、カレーであったりパスタであったりっていうほうが良ければ、こっちの初めの2つは、あのー、カレーとか、あとパスタなんですけれども、はっきりしてるんですが、いかがですか？,カスタマー: あ、そうですね。みんな良さそうなんですけど、じゃあのー、2番目のアップルパイってお店。
オペレーター: あ、アップルスパイスでございますね。はい。,カスタマー: アップルスパイス、そうです、フフフ、アップルスパイス。
オペレーター: それともラーメンの方がよろしいですか？,カスタマー: あー、そうですね、あの、じゃ、せっかくなんで尾道ラーメン、食べてみたいですね。
オペレーター: えーとー、夏ですよね。,カスタマー: 夏ですよね。
オペレーター: ええ。,カスタマー: 意外に、あのー、無いのかもしれないし。じゃあ、い、あの、一般的な、なんか、えーとー、みんなが好きなものがある、あの、居酒屋とかでも良いんですけど。
オペレーター: では、えー、早速なんですけども、えー、今回、ご旅行先、どちらになりますか。,カスタマー: えーと、まだ行ったことのない鹿児島県にー。
オペレーター: うん。,カスタマー: ま、どことは決まってないんですけど行ってみたい。
オペレーター: 季節はいつ頃、予定されてますか？,カスタマー: まあ、秋なんかがいいかな。
オペレーター: 何か、なんだろう、なんか、これ、やりたいねっていうのがあってって形でしょうか？,カスタマー: 特には。あの、屋久島には、だ、行ってみたいなあ、なんて思ってます。
オペレーター: 屋久島で何か具体的にっていうのは、特にはお決まりではないって形ですか？,カスタマー: んー、まあ、あそこの大きななんか木があるって友人から聞いてますんで。
オペレーター: うんうん。,カスタマー: す、あー、古い大木ですか、それはぜひ見たいなと思ってますね。
オペレーター: えーっとですね、どういった系がよろしいですか？,カスタマー: 川の、川のきれいなとこがいいですね。
オペレーター: えー。あと、なんか近くに小島があったら行ってみたいなと思うんですけど。,カスタマー: えー。あと、なんか近くに小島があったら行ってみたいなと思うんですけど。
オペレーター: 小島ですね。,カスタマー: ちっちゃい島、なんか、すぐ回れちゃうような。
オペレーター: なんか他に見たいものとか。,カスタマー: ま、対馬にも行ってみたいことは行ってみたいですねー。
オペレーター: ではー、えー、早速なんですけども、えー、行先…、えー決まってれば、まず、教えてい…、ください。,カスタマー: 沖縄…県ですね。
オペレーター: はい。,カスタマー: えー…、とー、まあ一度～、母親とはー、あのー、りょ…、まあ、那覇を、中心にー、旅行をーしているんですけれどもー、まあ今回はですねー。
オペレーター: あー、そう<>。,カスタマー: あーのー、どちらかという地元の人がー、行くーような、お店？、であるとかー、レストラン、あとはー、例えばちょっと陶芸とか。
オペレーター: うんうんうーん。,カスタマー: 母が好きなんでー、はーい。
オペレーター: 陶芸…、ああ陶芸か。,カスタマー: そういった所にー、ちょっと行きたいなーと、思ってます。
オペレーター: 食べー物、から、お調べしますか。陶芸の方が良いですか。,カスタマー: あっ、まず、そうですね、食べ物からー。
オペレーター: 日に…、日取り、日取りというか、えー…、季節とかー、週末行く平日行くとかっていうのは、お決まりですか？,カスタマー: そうですね、春頃～…、予定してましてー、えー…、とですねー…。
オペレーター: うん。,カスタマー: ちょっと木曜日と金曜日をー休みを取ったのでー、木曜日からー、えー…、日曜日までー、居るつもりなのでー、まあ、そうですねー、平日～と休日両方考えてます。
オペレーター: おっそっばっとっかは。食べーられますか。,カスタマー: そうですねー沖縄そばー、是非～、美味しいの食べたいですねー。
オペレーター: どうしましょう、もうちょっとお調べする、か、それっとも…。えーとー、陶～芸…、の方、お探ししますか。,カスタマー: そうですね、四店舗探して頂いたのでー、まずそちらの方をちょっと行ってみたいなーって思いますのでー、陶芸の方を、検索頂けますでしょうか。
オペレーター: で…、で、たまっ…、どうしましょう、えー…と、他にも、何か。,カスタマー: そうーですね、例えばちょっと、見学みたいな、こともしたいなーと思って、てー。
オペレーター: ビール…、ビール工場的な…。っていう、こと…。,カスタマー: そうですねー、うーん…、あれば是非～…、行ってみたいなー…。
オペレーター: お土産とかにも買って帰ったりとか…。,カスタマー: そうーですねなんか、うーん。なんかー、もしービール工場みたいな見学出来てー、そこでー、なんか…、限定のビールなんて買えたらー、良いなーなんて思って<>、ねー。
オペレーター: ありがとうございます。では、行先等はだいたいどちらかお決まりですか？,カスタマー: そうですね、まだはっきりは決めてないんですけどー、なんか東北地方のー、そうだな宮城とか、その辺の温泉地でー、一泊でのんびりしたいと思ってるんですけどー
